IRIS;LIBIRIS;COM;LIBCOM;DEC_PIMP14;DEC_TP6014;DEC_Q114;DEC_MED14;DEC_Q314;DEC_EQ14;DEC_D114;DEC_D214;DEC_D314;DEC_D414;DEC_D614;DEC_D714;DEC_D814;DEC_D914;DEC_RD14;DEC_S80S2014;DEC_GI14;DEC_PTSA14;DEC_PCHO14;DEC_PBEN14;DEC_PPEN14;DEC_PAUT14;note
920750101;Clos-Montholon;92075;Vanves;77,4;12,1;19518;29860;46656;0,9;11274;16968;21232;25324;35184;42920;51074;64890;5,8;7,4;0,4;65,2;2,3;5,6;20,8;6,1;0
920750102;Chatillon;92075;Vanves;71,2;15,4;16714;23968;32948;0,7;9880;14030;18406;21156;27410;30834;36214;46656;4,7;6,5;0,3;79,1;2,7;1,9;12,8;3,5;0
920750103;Aristide Briand;92075;Vanves;85,1;;25460;35456;48976;0,7;15256;23390;27362;31544;39740;45444;54950;68398;4,5;5,8;0,3;72,7;2,5;3,9;15,5;5,4;0
920750104;Centre Ancien;92075;Vanves;79,4;11,7;19822;29206;40898;0,7;10336;17546;21936;25412;33596;38032;44052;55940;5,4;6,4;0,3;70,8;2,4;3,5;19,5;3,8;0
920750105;Iris No 0105;92075;Vanves;81,7;8,8;22544;33843;48450;0,8;13342;20010;24918;29700;39188;45122;52846;66496;5;6;0,3;68,7;2,6;3,9;19,3;5,5;0
920750106;Insurrection;92075;Vanves;77,4;11,9;19744;29556;41362;0,7;10980;17164;22374;26106;33930;38204;45288;57570;5,2;6,6;0,3;66,6;2,3;3,1;23,3;4,7;0
920750107;Parc des Expositions;92075;Vanves;79;10,9;19934;31626;47212;0,9;11162;17282;22232;27060;37084;43278;51604;70440;6,3;8,2;0,4;63,5;2,6;4,1;21,6;8,2;0
920750108;Bleuzen;92075;Vanves;76,8;14,9;17172;27274;40218;0,8;10162;14972;19514;23630;31844;37106;43252;56590;5,6;7,2;0,4;68,5;2,2;3,2;21,5;4,6;0
920750109;Louis Vicat;92075;Vanves;;;13932;23774;35654;0,9;7606;11922;16024;19544;28520;32910;39512;50212;6,6;8,9;0,4;67,7;2,6;2,1;23,7;3,9;0
920750110;Jean Jaures;92075;Vanves;81,9;12,1;19448;32218;45636;0,8;11404;17560;22734;27356;36542;42412;49148;59174;5,2;6,3;0,3;66,3;2,4;3,1;23,8;4,4;0
920750111;Brancion;92075;Vanves;71,1;16,6;16414;24166;36298;0,8;8418;14206;17818;20912;28338;33174;41014;51720;6,1;7,6;0,4;72,8;2,4;3,2;19,3;2,3;0
920770102;Rue de Versailles-Monastere;92077;Ville-d'Avray;82,1;9,4;23140;38304;57464;0,9;12506;20382;26034;32730;44216;52252;62162;78428;6,3;8,4;0,4;66,5;2,1;5,5;19,5;6,4;0
920770103;La Ronce;92077;Ville-d'Avray;;;20958;32446;46418;0,8;13218;18530;23878;28040;37158;43162;51692;65156;4,9;6,2;0,3;74,7;2,4;4;13,6;5,3;0
920770104;Cote d'Argent-Desvallieres-Gambetta;92077;Ville-d'Avray;86;;27486;43434;67702;0,9;16698;23920;31378;37496;51358;61810;73990;93782;5,6;7,9;0,4;61,6;2,3;4,9;22,6;8,6;0
920770105;Centre-La Prairie;92077;Ville-d'Avray;;;20892;37356;60792;1,1;11368;17678;24156;30534;45552;54664;65868;93096;8,2;12,1;0,5;50,1;2,1;5,6;29,6;12,6;0
920770106;Thierry-Saint Cloud;92077;Ville-d'Avray;80,5;10,3;24852;40620;62346;0,9;11918;20278;28666;36080;48140;56564;68766;91942;7,7;10,3;0,4;59,4;2;4,2;24,9;9,5;0
920780101;C. de Gaulle;92078;Villeneuve-la-Garenne;34,4;51,4;7524;11992;16904;0,8;3994;6634;8616;10348;14034;15888;18668;24358;6,1;8;0,3;69,5;6,4;0,7;22,7;0,7;0
920780102;J. Moulin;92078;Villeneuve-la-Garenne;59;26,5;11622;18526;24522;0,7;6036;10030;12914;15734;20566;23158;26550;31116;5,2;6,2;0,3;71,8;3,9;0,9;22,5;0,9;0
920780103;A. Sisley;92078;Villeneuve-la-Garenne;69,4;19,7;14948;23166;35372;0,9;7592;12340;17076;19590;26972;32486;39282;47828;6,3;8;0,4;73,8;4,2;2,7;16,7;2,6;0
920780104;Chaillon;92078;Villeneuve-la-Garenne;47,5;36,9;8918;14818;20732;0,8;4764;7540;10458;12818;16702;18950;21922;28236;5,9;7,3;0,3;71,1;5,1;1,5;20,7;1,6;0
920780105;St-Exupery;92078;Villeneuve-la-Garenne;35,5;52,8;7600;11724;17178;0,8;4434;6812;8496;10392;13804;15864;18790;22848;5,2;6,3;0,3;72,7;6,8;0,6;18,9;1;0
920780106;Jean Jaures;92078;Villeneuve-la-Garenne;39,8;42,6;8278;13656;19432;0,8;4358;6926;9146;11440;15954;18028;20848;26202;6;7,4;0,3;73,4;6,1;0,5;19,2;0,8;0
920780107;Bd Gallieni;92078;Villeneuve-la-Garenne;48,9;40,2;8914;14332;22488;0,9;4460;7684;10044;12132;16904;20302;24696;31706;7,1;8,6;0,4;64,8;4,3;3,1;24,6;3,2;0
920780108;E. Manet;92078;Villeneuve-la-Garenne;47,8;38,6;9588;14488;21572;0,8;5820;7996;10458;12558;17184;20136;22690;27530;4,7;6;0,3;73,8;4,6;0,5;20,2;0,9;0
920780109;G. Appert;92078;Villeneuve-la-Garenne;52,3;34,1;10158;16226;23524;0,8;5874;8832;11200;13774;19364;21936;25216;31128;5,3;6,9;0,3;65,6;4;0,6;26;3,8;0
920780110;A. Malraux;92078;Villeneuve-la-Garenne;53,2;37,4;8750;15450;24452;1;4772;7888;10092;12988;18596;21942;26476;33470;7;9;0,4;69,3;5,2;1,6;21,6;2,3;0
930010101;Robespierre;93001;Aubervilliers;40,2;52,9;5870;11570;19298;1,2;2112;5052;7002;9324;14312;17396;21530;27670;13,1;14,5;0,4;67,7;4,9;1,5;25;0,9;0
930010201;Peri;93001;Aubervilliers;40,2;51,1;6124;12012;20102;1,2;1446;4838;6998;9298;14446;17606;22530;29898;20,7;18,9;0,4;64,8;6;1,7;23,9;3,6;0
930010202;Montfort;93001;Aubervilliers;44,5;49,9;6158;12246;22694;1,4;2632;4968;7516;10008;15636;20466;25060;32344;12,3;16;0,4;64,5;4,1;2,1;24,8;4,5;0
930010302;Emile Dubois;93001;Aubervilliers;31,9;61,2;6048;9870;15640;1;1870;4776;6794;8386;11802;14286;17133;22716;12,1;12,9;0,4;71,1;6,2;1,5;20,4;0,8;0
930010303;Long Sentier;93001;Aubervilliers;39,6;59,6;5640;10180;17616;1,2;1568;4140;6638;7854;12218;15638;19446;26740;17,1;18,5;0,4;73,4;5,7;2;18,2;0,7;0
930010304;Maladrerie;93001;Aubervilliers;35,1;66;4698;9028;14632;1,1;1770;4126;5548;7676;10820;13254;16578;23678;13,4;15,2;0,4;71,4;6,6;1,9;19,1;1;0
930010401;La Frette;93001;Aubervilliers;31,5;60,6;6100;10402;15608;0,9;1740;4842;7008;8482;12026;14280;17428;22614;13;12,6;0,4;70,9;6,7;0,9;21;0,5;0
930010402;Valles;93001;Aubervilliers;36,5;54,8;6946;10938;17104;0,9;3174;6040;7726;9504;13478;15600;19102;23844;7,5;9,5;0,4;67,9;6,9;0,9;22,7;1,6;0
930010501;Melezes;93001;Aubervilliers;35,8;58,6;6232;10284;16812;1;2668;5166;7270;8724;12514;15226;19298;24870;9,3;11;0,4;69,9;6,3;1,1;19,9;2,8;1
930010502;Presles;93001;Aubervilliers;37,3;56,8;6116;10884;17678;1,1;2328;4856;7010;9156;12918;15672;19748;25572;11;14,3;0,4;71;6,2;1,7;19,5;1,6;0
930010503;Paul Bert;93001;Aubervilliers;33,5;59,4;6006;9994;17150;1,1;1892;5150;6628;8338;12370;15136;19178;27064;14,3;14,9;0,4;71,3;5,6;1,7;19,8;1,6;1
930010601;Fusains;93001;Aubervilliers;36,5;57,1;6558;10642;17058;1;2688;5722;7378;8820;12736;15408;18562;25292;9,4;11,5;0,4;73,4;6;1,2;17,3;2,1;0
930010602;Quatre-Chemins;93001;Aubervilliers;31,6;62,7;6084;10062;15322;0,9;1994;5236;6906;8368;11710;14522;17642;24780;12,4;14,3;0,4;74,1;4,9;1,5;13,6;5,9;0
930010603;Condorcet;93001;Aubervilliers;30,1;61,2;5668;10216;15962;1;2508;4870;6668;8260;11924;14300;17698;23990;9,6;12,5;0,4;76,6;5,8;2;12,8;2,8;0
930010701;Sadi Carnot;93001;Aubervilliers;41,1;51,2;6864;11804;18938;1;2144;5878;8058;9600;14152;17132;20692;26568;12,4;12,2;0,4;63,6;5;1,9;27,1;2,4;0
930010801;Pariferic;93001;Aubervilliers;34,5;58,1;5970;10386;17080;1,1;2550;4752;6924;8638;12462;15408;19446;25108;9,8;12,7;0,4;69,6;6,2;2,1;21,3;0,8;0
930010802;Villette;93001;Aubervilliers;33,4;57,8;6496;10870;16324;0,9;3090;5716;7236;9176;12489;14946;18462;24284;7,9;10;0,4;69,5;5,4;2,9;20,7;1,5;0
930010901;Centre Ville;93001;Aubervilliers;42,9;48,7;7620;12596;20436;1;2456;6038;8532;10546;14940;18220;22864;29510;12;12,9;0,4;71,8;4,7;2,3;19,2;2;0
930010902;Roosevelt;93001;Aubervilliers;38;50,4;6314;12084;19568;1,1;1184;5100;7380;9582;14490;17670;21748;28000;23,6;18,6;0,4;68,8;5,6;3,4;18,1;4,1;0
930010903;Mairie;93001;Aubervilliers;42,4;54,8;4873;10766;20846;1,5;1304;3924;6138;8274;14300;17844;24138;32930;25,3;25,7;0,5;64,1;6;2,9;22,5;4,5;0
930011001;Lenine;93001;Aubervilliers;35;59,4;5754;10334;16336;1;1518;4920;6494;8272;12554;14734;18356;24862;16,4;14,1;0,4;75,6;6,9;1,1;15,4;1;0
930011002;Firmin Gemier;93001;Aubervilliers;44,5;43,2;7992;13705;21354;1;3804;6866;9220;11520;16004;19720;23102;29916;7,9;10,3;0,4;;;;;;1
930011101;Pressense;93001;Aubervilliers;36;54,9;6460;11596;17990;1;2400;5276;7572;9794;13628;16204;20490;25692;10,7;13,9;0,4;74,8;6;3,8;13,5;1,9;1
930011102;Landy;93001;Aubervilliers;30,7;59,7;5122;9816;16712;1,2;1170;4230;6132;7754;12230;14798;18652;26354;22,5;21,1;0,5;78;5,9;2,4;11,4;2,3;1
930011201;Victor Hugo;93001;Aubervilliers;43,5;51;6736;11826;20930;1,2;2386;5688;7700;9666;14718;18966;23430;30786;12,9;14,2;0,4;72,7;5,1;2,4;17,7;2,1;0
930011202;Zone Industrielle;93001;Aubervilliers;17,9;84,2;4040;6216;9956;1;2162;3654;4394;5348;7298;8756;11064;15256;7,1;9,9;0,4;82,1;5,1;0,8;11,4;0,6;0
930050101;Fontaine des Pres 1;93005;Aulnay-sous-Bois;40,5;44,3;8214;13491;19968;0,9;3226;6906;9148;11038;15638;18196;21948;27706;8,6;9,9;0,4;71;6;1,3;19,8;1,9;0
930050102;Fontaine des Pres 2;93005;Aulnay-sous-Bois;65,2;21,1;13308;20634;29376;0,8;7698;11868;14736;17540;23748;27344;31340;38596;5;6,3;0,3;65,3;3,4;4,7;23,8;2,8;0
930050103;Fontaine des Pres 3;93005;Aulnay-sous-Bois;73,1;16,2;15684;24884;33632;0,7;9246;13752;17906;21484;28412;31708;36478;44362;4,8;6,2;0,3;63,5;3,1;2,8;26,7;3,9;0
930050202;Nord 2;93005;Aulnay-sous-Bois;28;64;6180;9974;14854;0,9;2732;5276;6778;8480;11656;13502;16714;20920;7,7;8,9;0,4;75,9;8,6;0,9;14,3;0,3;0
930050203;Nord 3;93005;Aulnay-sous-Bois;44,5;41;8348;14084;22130;1;5110;7498;9450;11831;16670;20266;23860;29368;5,7;7,4;0,4;63,3;4,9;1,9;28,9;1;0
930050204;Nord 4;93005;Aulnay-sous-Bois;26,2;60,2;6636;10340;14966;0,8;3100;5692;7244;8840;12120;14036;16410;20310;6,6;7,8;0,3;71,9;8,3;0,7;18,9;0,2;0
930050206;Nord 6;93005;Aulnay-sous-Bois;29,7;61,6;6702;10316;15190;0,8;3178;5676;7388;8732;12024;13894;16652;22114;7;8,6;0,4;69,9;7,4;0,7;21,1;0,9;0
930050207;Nord 7;93005;Aulnay-sous-Bois;26,5;63,7;5398;8948;15724;1,2;1724;4518;5874;7186;11198;13908;17568;22622;13,1;14,2;0,4;69;5;2,7;22,7;0,6;0
930050208;Nord 8;93005;Aulnay-sous-Bois;29,7;61,6;6186;10218;15172;0,9;3158;5328;6970;8762;11770;14026;16638;21000;6,6;8,3;0,3;;;;;;0
930050209;Nord 9;93005;Aulnay-sous-Bois;36,3;50,7;7224;11998;18612;0,9;3586;6426;8464;10160;14424;17426;20040;24238;6,8;8,9;0,4;74,7;5,5;0,8;18,8;0,2;0
930050301;Nonneville 1;93005;Aulnay-sous-Bois;66,5;21,6;13316;21182;31058;0,8;6016;10956;14928;17910;24830;28422;33272;42086;7;8,9;0,4;60,1;3,1;4,8;27,6;4,4;0
930050302;Nonneville 2;93005;Aulnay-sous-Bois;71,8;19,4;15906;26148;35938;0,8;7992;12858;18374;22424;29815;33610;39288;49508;6,2;7,2;0,3;62,1;2,5;3,3;26,5;5,6;0
930050303;Nonneville 3;93005;Aulnay-sous-Bois;67;21,7;13564;22097;32210;0,8;6646;11142;15228;19242;25326;29826;34312;42172;6,3;8,3;0,4;64,4;2,8;3,1;24,1;5,6;0
930050304;Nonneville 4;93005;Aulnay-sous-Bois;72,4;19;14884;22906;32206;0,8;7556;12870;16349;20018;26372;30326;34852;42018;5,6;7,2;0,3;62,8;2,6;3,6;25,7;5,3;0
930050401;Parc 1;93005;Aulnay-sous-Bois;70,7;19,9;14326;23160;32967;0,8;6408;12210;16042;19938;26364;30388;35332;45174;7;8,4;0,4;61,4;2,7;4,9;25,4;5,6;0
930050402;Parc 2;93005;Aulnay-sous-Bois;75;13,2;18758;26990;36428;0,7;10282;16088;20600;23590;29912;33896;39010;48714;4,7;5,8;0,3;64;2,6;4,9;22;6,5;0
930050403;Parc 3;93005;Aulnay-sous-Bois;67,6;18,9;14244;23110;32902;0,8;7974;12478;15824;19550;26818;30612;35990;46694;5,9;7,6;0,4;68,9;2,9;3,1;20,1;5;0
930050501;Emile Zola 1;93005;Aulnay-sous-Bois;62,1;30,9;9934;19136;28796;1;5624;8462;11556;15766;22884;25958;31686;39032;6,9;8,9;0,4;71,2;3,9;3,1;18,9;2,9;0
930050502;Emile Zola 2;93005;Aulnay-sous-Bois;69,4;19,9;14496;23098;32306;0,8;7238;12548;16426;20030;25932;30452;34738;44794;6,2;7,4;0,3;66;2,9;2,6;23,8;4,7;0
930050503;Emile Zola 3;93005;Aulnay-sous-Bois;70,2;13,3;16648;24435;32754;0,7;9748;14952;18168;21233;27638;31100;35872;45778;4,7;5,9;0,3;60,4;2,9;5;26,3;5,4;0
930050601;Bourg 1;93005;Aulnay-sous-Bois;54,8;31,2;10668;17248;25190;0,8;5502;9730;11846;14706;20454;23418;27170;33810;6,1;7,9;0,3;65,4;3,3;2,2;25,7;3,4;1
930050602;Bourg 2;93005;Aulnay-sous-Bois;65,2;26,3;11837;20210;28454;0,8;6352;10038;13392;15960;22912;25792;30514;38286;6;7;0,3;67,6;2,8;2,3;23,8;3,5;0
930050603;Bourg 3;93005;Aulnay-sous-Bois;57,9;23,8;12492;19734;28318;0,8;5874;10506;14064;17068;22726;26604;30492;37292;6,3;7,9;0,3;65,7;3,2;2,1;25,9;3,1;0
930050604;Bourg 4;93005;Aulnay-sous-Bois;55,4;28,8;10936;17783;24324;0,8;5594;9520;12636;14890;20690;23320;26766;32220;5,8;7,3;0,3;63,4;4,2;1,9;28,1;2,4;0
930050701;Gros Saule 1;93005;Aulnay-sous-Bois;49,9;31,3;10418;15632;21668;0,7;5736;8916;11872;13948;17502;20140;23520;28750;5;6,6;0,3;73,6;5,7;3,4;16,6;0,7;0
930050702;Gros Saule 2;93005;Aulnay-sous-Bois;36,9;50,6;7804;12146;18434;0,9;4140;7122;8484;10352;14018;16822;19872;24380;5,9;7,2;0,3;;;;;;0
930050703;Gros Saule 3;93005;Aulnay-sous-Bois;36,2;56,6;6890;10852;17384;1;3650;5926;7720;9306;13034;15806;19328;24402;6,7;8,7;0,4;77,7;6,7;0,7;14,5;0,4;0
930050801;Ambourget 1;93005;Aulnay-sous-Bois;38,1;50,6;6762;12044;18632;1;2628;5656;7528;9580;14364;17392;20474;25232;9,6;11;0,4;76,7;6,6;1,9;13,8;1;0
930050802;Ambourget 2;93005;Aulnay-sous-Bois;28,4;60,6;5550;10228;15578;1;1536;4420;6412;8296;11888;14046;17172;21126;13,8;13,1;0,4;77,6;8,4;0,8;12,7;0,5;0
930050803;Ambourget 3;93005;Aulnay-sous-Bois;31,7;61,2;6050;10522;15864;0,9;2072;5186;6746;8256;11872;14520;17700;22462;10,8;11,3;0,4;75,5;6,7;1,6;15,7;0,5;1
930050804;Ambourget 4;93005;Aulnay-sous-Bois;36,6;52,2;7116;11656;17948;0,9;3748;6314;8154;9804;13602;16308;19552;23736;6,3;8,3;0,4;;;;;;0
930050805;Ambourget 5;93005;Aulnay-sous-Bois;29,7;56,5;5696;10382;17032;1,1;1146;4460;6714;8592;13202;15058;18746;25022;21,8;17,7;0,4;68,5;5,6;0,9;24,2;0,8;0
930050901;Anatole France 1;93005;Aulnay-sous-Bois;68;17,7;14938;22084;31970;0,8;7920;12868;16656;19508;25734;29790;34694;44636;5,6;6,7;0,3;67,7;2,9;3,2;21,4;4,8;0
930050902;Anatole France 2;93005;Aulnay-sous-Bois;67,1;21,3;13178;21504;31462;0,9;7294;11458;14910;18374;25690;29376;33834;44148;6,1;7,4;0,3;68,5;3,1;3,2;21,3;3,9;0
930050903;Anatole France 3;93005;Aulnay-sous-Bois;71,6;18,4;15002;23570;33618;0,8;8072;13040;17160;20370;27546;31474;36058;43762;5,4;7,4;0,3;65,2;2,7;3,3;22,6;6,2;0
930060101;Iris 1;93006;Bagnolet;61,5;26,4;11942;19456;28758;0,9;5364;10218;13328;16306;22746;26754;31438;39156;7,3;8,5;0,3;73;4,3;2,2;17,9;2,6;0
930060102;Iris 2;93006;Bagnolet;47,4;41,6;7564;14204;22014;1;3422;6662;8734;11736;16962;19812;24864;32142;9,4;11,8;0,4;69,7;5,5;2,1;20,4;2,3;0
930060103;Iris 3;93006;Bagnolet;31,8;65,3;4510;8720;16108;1,3;1746;3956;5314;6784;10912;13960;18244;24010;13,8;16,2;0,4;60,2;5,6;0,6;32,7;0,9;0
930060104;Iris 4;93006;Bagnolet;36,3;53,3;7186;11742;18006;0,9;3160;6114;8196;10152;13568;16116;19660;27514;8,7;10,4;0,4;71,2;5;3,4;17,5;2,9;0
930060105;Iris 5;93006;Bagnolet;62,5;25,6;12036;20156;31216;1;6296;9928;13626;16746;23928;28156;34698;46020;7,3;9;0,4;68,4;4,9;5;16,5;5,2;0
930060106;Iris 6;93006;Bagnolet;64,7;25,6;11982;21748;32688;1;5186;10018;14058;18462;25510;30164;35056;43548;8,4;10,1;0,4;70,1;5,7;3,9;15,5;4,8;0
930060107;Iris 7;93006;Bagnolet;65,9;25,7;11906;21054;32360;1;6666;10426;13850;17320;24856;29120;35626;46896;7;8,8;0,4;68,1;4;6,3;17;4,6;0
930060108;Iris 8;93006;Bagnolet;57,3;30,6;9554;19900;29628;1;3958;8174;12040;15764;23178;27280;34018;44546;11,3;13;0,4;67,5;5,7;6,5;16,5;3,8;0
930060110;Iris 10;93006;Bagnolet;54,9;39,5;8016;16110;29054;1,3;3234;6656;9280;12420;20046;25954;32476;42060;13;15,9;0,5;73,1;6,2;3,8;13,6;3,3;0
930060111;Iris 11;93006;Bagnolet;57,7;37,6;8890;16550;29508;1,2;3608;7272;10098;12928;21670;25650;33204;43278;12;14,6;0,4;71,8;6,9;5,1;12,4;3,8;0
930060112;Iris 12;93006;Bagnolet;45,6;47;6866;13362;20858;1;2102;5756;8040;10410;16112;19056;22686;27818;13,2;12,7;0,4;62,5;4,3;0,7;31,6;0,9;0
930060113;Iris 13;93006;Bagnolet;;;5936;9836;16046;1;1142;4794;6810;8548;12146;14564;18216;22440;19,6;13,6;0,4;69,6;5,6;1;23,4;0,4;0
930060114;Iris 14;93006;Bagnolet;35,6;54,5;6200;10850;18080;1,1;1558;5012;6994;9146;13596;16624;19868;24672;15,8;14;0,4;67,6;5,4;0,8;25,3;0,9;0
930060115;Iris 15;93006;Bagnolet;44,5;48,3;6996;12587;20776;1,1;3258;5936;7906;10412;15332;18522;22904;29902;9,2;11,4;0,4;72,4;6,4;2,8;17,1;1,3;0
930060116;Iris 16;93006;Bagnolet;49,8;41,5;7966;14368;23922;1,1;2806;6216;9034;11816;18296;22216;26750;33150;11,8;13,8;0,4;72,4;5,6;3,4;16,8;1,8;0
930070103;Iris1;93007;Le Blanc-Mesnil;32,3;63,9;5996;9260;15884;1,1;3634;5378;6776;7822;11242;13628;17504;23390;6,4;8,1;0,4;70,6;6,2;1,3;21,6;0,3;0
930070104;Iris2;93007;Le Blanc-Mesnil;36,6;57,2;6228;10716;16826;1;2818;5494;7152;8956;12760;15248;18838;24326;8,6;10,4;0,4;74,1;6;1,4;17,2;1,3;0
930070105;Iris3;93007;Le Blanc-Mesnil;52,5;36,8;8534;16126;24548;1;4168;7012;9956;13286;18956;22628;26416;33212;8;9,9;0,4;64,6;3,9;2,2;25,5;3,8;0
930070106;Iris4;93007;Le Blanc-Mesnil;47,4;47,5;6930;13076;20702;1,1;3528;5914;8468;10410;16106;19130;22784;28084;8;10,4;0,4;72,5;5,2;1;18,7;2,6;0
930070107;Iris5;93007;Le Blanc-Mesnil;31,2;61,2;6670;10318;15276;0,8;3288;5740;7430;8910;12032;13794;16678;20658;6,3;8;0,3;76,7;8,2;0,8;14;0,3;0
930070108;Iris7;93007;Le Blanc-Mesnil;31,4;59,6;6580;10342;16174;0,9;2800;5792;7344;8994;12304;14488;17606;22770;8,1;9,3;0,4;75,3;7,3;0,6;16,4;0,4;0
930070109;Iris6;93007;Le Blanc-Mesnil;34,2;51,3;7024;11994;17168;0,8;3248;6396;7880;9990;13966;15824;18842;22696;7;8,3;0,3;;;;;;0
930070110;Iris8;93007;Le Blanc-Mesnil;60,4;31,3;10638;18298;26300;0,9;5806;9060;11936;14706;20794;24088;27977;35466;6,1;7,4;0,3;70,4;3,9;2;21,1;2,6;0
930070111;Iris9;93007;Le Blanc-Mesnil;56,6;32,4;9948;17180;25328;0,9;4756;8926;11398;14768;20324;23552;27686;34168;7,2;8,6;0,4;66,9;3,5;3;24,1;2,5;0
930070112;Iris10;93007;Le Blanc-Mesnil;60,5;33,1;9684;17864;26732;1;4886;8372;11208;14668;21306;24312;28640;35500;7,3;8,9;0,4;69,1;3,7;2,2;21,4;3,6;0
930070113;Iris11;93007;Le Blanc-Mesnil;60,5;27,2;11492;19184;27702;0,8;5620;9118;13176;16062;21892;25420;29924;36732;6,5;8,2;0,3;66,1;3,6;2,4;24,4;3,5;0
930070114;Iris12;93007;Le Blanc-Mesnil;47,8;40,3;8612;14160;20262;0,8;4378;7288;9742;12158;16448;18658;22070;26692;6,1;8;0,3;80,3;6,3;0,8;12;0,6;0
930070115;Iris13;93007;Le Blanc-Mesnil;52,9;36;9354;16064;23350;0,9;5846;8394;10798;13464;18698;21520;25376;31864;5,5;7;0,3;66,7;4,4;2,1;24;2,8;0
930070116;Iris14;93007;Le Blanc-Mesnil;57,7;35;9486;16800;25858;1;4328;8076;10896;13818;20032;23454;27945;34599;8;9,4;0,4;68,4;4;1,8;21,7;4,1;0
930070117;Iris15;93007;Le Blanc-Mesnil;62,1;31,5;10486;18987;28670;1;5328;8670;11650;15856;22650;26556;30766;38330;7,2;9;0,4;59,4;2,7;2,7;29,2;6;0
930070118;Iris17;93007;Le Blanc-Mesnil;47,1;43,6;7658;13940;22134;1;3484;6366;9320;11292;16920;20202;24974;29974;8,6;11,4;0,4;70,6;4,3;2,7;20,7;1,7;0
930070119;Iris16;93007;Le Blanc-Mesnil;49,3;41,5;7884;14144;21674;1;3508;6882;9482;11828;16858;19936;23666;30670;8,7;9,9;0,4;66,5;4,5;2,1;23,2;3,7;0
930070120;Iris18;93007;Le Blanc-Mesnil;37,6;53,4;6348;11546;17442;1;1580;5354;7374;9402;13496;16036;19224;23580;14,9;12;0,4;72,9;6,5;0,5;19,6;0,5;0
930070121;Iris19;93007;Le Blanc-Mesnil;37,4;51,1;7572;12066;19422;1;2768;6226;8290;9776;14172;17942;21458;27110;9,8;10,4;0,4;69,4;6,2;0,7;22,3;1,4;0
930080101;Les Vignes 1;93008;Bobigny;44,1;43,7;8196;13630;19912;0,9;3864;6856;9216;11584;15994;18370;21692;28028;7,3;8,7;0,4;75,2;5,1;1,2;16,2;2,3;0
930080102;Bourse du Travail 1;93008;Bobigny;55,2;35,1;10054;16950;25612;0,9;5000;7970;11292;13648;19704;23536;28604;35654;7,1;9,4;0,4;64,2;3,8;3,9;23,2;4,9;0
930080103;Les Vignes 2;93008;Bobigny;29;61,2;5720;10500;15100;0,9;2078;4920;6940;8778;11934;14012;16608;21060;10,1;10,5;0,4;;;;;;0
930080104;Les Vignes 3;93008;Bobigny;41,2;50,2;6992;12176;19122;1;2082;5430;7968;10252;14814;17414;20924;26378;12,7;13,5;0,4;68,5;5,5;1,8;22,3;1,9;0
930080106;Edouard Vaillant 1;93008;Bobigny;50,2;40;8852;14680;22398;0,9;4060;7482;10170;12176;17418;20584;24572;30774;7,6;9,4;0,4;79,7;4,7;2,5;11,1;2;0
930080107;Edouard Vaillant 2;93008;Bobigny;50,4;42,9;7892;14198;21700;1;3580;6810;9208;11310;17142;20304;24110;30338;8,5;11,1;0,4;63,3;4,6;2;24,6;5,5;0
930080108;Edouard Vaillant 3;93008;Bobigny;25,3;68,1;4858;9072;13662;1;444;3818;5566;6962;10892;12726;14916;19262;43,4;18,3;0,4;;;;;;0
930080109;Edouard Vaillant 4;93008;Bobigny;24,5;70,2;4260;8968;13560;1;738;3470;5810;7324;10466;12184;14524;18996;25,7;19,6;0,4;;;;;;0
930080110;Edouard Vaillant 5;93008;Bobigny;42,3;46,9;7870;12910;20190;1;3542;6672;8876;10972;15400;18370;21890;28002;7,9;10;0,4;73;5;1,3;17,6;3,1;0
930080111;Prefecture 1;93008;Bobigny;38;52,8;6898;11512;18072;1;3330;5804;7630;9418;13526;16240;19462;24598;7,4;10,5;0,4;72,5;5,6;1,6;19,4;0,9;0
930080112;Prefecture 2;93008;Bobigny;37,1;51,6;6830;11918;17274;0,9;2804;5822;7680;9830;13676;15888;19618;24847;8,9;11;0,4;68,2;5,7;0,8;24,3;1;0
930080113;Prefecture 3;93008;Bobigny;33,8;57,8;6757;10928;16262;0,9;3578;5922;7632;9460;12466;14754;17826;22480;6,3;8,1;0,4;76,7;6;1,2;15;1,1;0
930080114;Prefecture 4;93008;Bobigny;34,2;58,8;6566;10531;16128;0,9;2756;5844;7244;8796;12428;14818;17764;23248;8,4;10,1;0,4;76,5;5,6;1,4;15,1;1,4;0
930080115;Bourse du Travail 2;93008;Bobigny;43,5;49,1;7096;12330;19610;1;3002;5874;8216;10360;15132;18228;21428;27476;9,2;10,8;0,4;71,8;5;1,7;20,2;1,3;0
930080116;Bourse du Travail 3;93008;Bobigny;;;8208;13374;20970;1;4520;7490;9336;11728;16702;19468;23866;30376;6,7;8,4;0,4;;;;;;1
930080117;Bourse du Travail 4;93008;Bobigny;26,6;63,2;5726;9770;14896;0,9;2176;5162;6284;8096;11418;13964;16328;19894;9,1;10,5;0,4;68,7;7;0,6;23,2;0,5;0
930080119;Les Vignes 4;93008;Bobigny;44,2;47,7;7496;12930;20596;1;3892;6580;8708;10492;15238;18148;22454;28232;7,3;8,8;0,4;75,1;5,3;2,2;15,5;1,9;0
